id,rank,title_cn,title_en,rating,rating_count,director,actors,summary,detail_url,release_year,runtime,genre,imdb_rating,poster_path,created_at
145,145,请以你的名字呼唤我,Call Me by Your Name,8.8,828700,卢卡·瓜达尼诺 Luca Guadagnino   主演: 艾米·汉莫 Armie Hammer / ...,导演: 卢卡·瓜达尼诺 Luca Guadagnino   艾米·汉莫 Armie Hammer / ...,沉醉在电影的情感和视听氛围中无法自拔。,https://movie.douban.com/subject/26799731/,2017,132分钟,剧情 / 爱情 / 同性,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\145_请以你的名字呼唤我.jpg,2026-05-13 14:52:20
146,146,幸福终点站,The Terminal,8.8,645256,史蒂文·斯皮尔伯格 Steven Spielberg   主演: 汤姆·汉克斯 Tom Hanks...,导演: 史蒂文·斯皮尔伯格 Steven Spielberg   汤姆·汉克斯 Tom Hanks...,有时候幸福需要等一等。,https://movie.douban.com/subject/1292274/,2005,128分钟,剧情 / 喜剧 / 爱情,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\146_幸福终点站.jpg,2026-05-13 14:52:20
147,147,釜山行,부산행,8.6,1356153,延尚昊 Sang-ho Yeon   主演: 孔刘 Yoo Gong / 郑有美 Yu-mi Jung / 马...,导演: 延尚昊 Sang-ho Yeon   孔刘 Yoo Gong / 郑有美 Yu-mi Jung / 马...,揭露人性的丧尸题材力作。,https://movie.douban.com/subject/25986180/,2016,118分钟,动作 / 惊悚 / 灾难,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\147_釜山行.jpg,2026-05-13 14:52:20
148,148,神偷奶爸,Despicable Me,8.7,1050998,皮艾尔·柯芬 Pierre Coffin / 克里斯·雷纳德 Chris Renaud   主演: ...,导演: 皮艾尔·柯芬 Pierre Coffin / 克里斯·雷纳德 Chris Renaud   ...,Mr. I Don't Care其实也有Care的时候。,https://movie.douban.com/subject/3287562/,2010,95分钟,喜剧 / 动画 / 冒险,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\148_神偷奶爸.jpg,2026-05-13 14:52:20
149,149,小森林 冬春篇,リトル・フォレスト 冬・春,9.0,422502,森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...,导演: 森淳一 Junichi Mori   桥本爱 Ai Hashimoto / 三浦贵大 Takahir...,尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态。,https://movie.douban.com/subject/25814707/,2015,120分钟,剧情,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\149_小森林 冬春篇.jpg,2026-05-13 14:52:20
150,150,喜宴,囍宴,9.0,434571,李安 Ang Lee   主演: 赵文瑄 Winston Chao / 归亚蕾 Ya-lei Kuei / 郎...,导演: 李安 Ang Lee   赵文瑄 Winston Chao / 归亚蕾 Ya-lei Kuei / 郎...,,https://movie.douban.com/subject/1303037/,1993,108分钟,剧情 / 喜剧 / 爱情 / 同性 / 家庭,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\150_喜宴.jpg,2026-05-13 14:52:20
151,151,萤火之森,蛍火の杜へ,8.8,614415,大森贵弘 Takahiro Omori   主演: 佐仓绫音 Ayane Sakura / 内山昂辉 K...,导演: 大森贵弘 Takahiro Omori   佐仓绫音 Ayane Sakura / 内山昂辉 K...,触不到的恋人。,https://movie.douban.com/subject/5989818/,2011,45分钟,剧情 / 爱情 / 动画 / 奇幻,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\151_萤火之森.jpg,2026-05-13 14:52:20
152,152,告白,,8.8,746923,中岛哲也 Tetsuya Nakashima   主演: 松隆子 Takako Matsu / 冈田将生 ...,导演: 中岛哲也 Tetsuya Nakashima   松隆子 Takako Matsu / 冈田将生 ...,没有一人完全善，也没有一人完全恶。,https://movie.douban.com/subject/4268598/,2010,106分钟,剧情 / 悬疑,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\152_告白.jpg,2026-05-13 14:52:20
153,153,七武士,七人の侍,9.3,237323,黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune / 志村乔 ...,导演: 黑泽明 Akira Kurosawa   三船敏郎 Toshirô Mifune / 志村乔 ...,,https://movie.douban.com/subject/1295399/,1954,207分钟,剧情 / 动作 / 冒险,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\153_七武士.jpg,2026-05-13 14:52:20
154,154,玛丽和麦克斯,Mary and Max,9.0,472850,亚当·艾略特 Adam Elliot   主演: 托妮·科莱特 Toni Collette / 菲利...,导演: 亚当·艾略特 Adam Elliot   托妮·科莱特 Toni Collette / 菲利...,你是我最好的朋友，你是我唯一的朋友 。,https://movie.douban.com/subject/3072124/,2025,90分钟(中国大陆),剧情 / 喜剧 / 动画,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\154_玛丽和麦克斯.jpg,2026-05-13 14:52:20
155,155,头号玩家,Ready Player One,8.6,1523190,史蒂文·斯皮尔伯格 Steven Spielberg   主演: 泰伊·谢里丹 Tye Sheri...,导演: 史蒂文·斯皮尔伯格 Steven Spielberg   泰伊·谢里丹 Tye Sheri...,写给影迷，动漫迷和游戏迷的一封情书。,https://movie.douban.com/subject/4920389/,2018,140分钟,动作 / 科幻 / 冒险,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\155_头号玩家.jpg,2026-05-13 14:52:20
156,156,模仿游戏,The Imitation Game,8.8,723061,莫滕·泰杜姆 Morten Tyldum   主演: 本尼迪克特·康伯巴奇 Benedict C...,导演: 莫滕·泰杜姆 Morten Tyldum   本尼迪克特·康伯巴奇 Benedict C...,他给机器起名“克里斯托弗”，因为这是他初恋的名字。,https://movie.douban.com/subject/10463953/,2015,114分钟,剧情 / 同性 / 传记 / 战争,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\156_模仿游戏.jpg,2026-05-13 14:52:20
157,157,惊魂记,Psycho,9.0,358890,阿尔弗雷德·希区柯克 Alfred Hitchcock   主演: 安东尼·博金斯 Antho...,导演: 阿尔弗雷德·希区柯克 Alfred Hitchcock   安东尼·博金斯 Antho...,,https://movie.douban.com/subject/1293181/,1960,109分钟,悬疑 / 惊悚 / 恐怖,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\157_惊魂记.jpg,2026-05-13 14:52:20
158,158,机器人之梦,Robot Dreams,9.1,445186,巴勃罗·贝格尔 Pablo Berger   主演: 伊万·拉班达 Ivan Labanda,导演: 巴勃罗·贝格尔 Pablo Berger   伊万·拉班达 Ivan Labanda,,https://movie.douban.com/subject/35426925/,2024,102分钟,剧情 / 动画 / 音乐,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\158_机器人之梦.jpg,2026-05-13 14:52:20
159,159,大鱼,Big Fish,8.8,629491,蒂姆·波顿 Tim Burton   主演: 伊万·麦克格雷格 Ewan McGregor / 阿...,导演: 蒂姆·波顿 Tim Burton   伊万·麦克格雷格 Ewan McGregor / 阿...,,https://movie.douban.com/subject/1291545/,2003,125分钟,剧情 / 爱情 / 奇幻 / 冒险,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\159_大鱼.jpg,2026-05-13 14:52:20
160,160,心灵奇旅,Soul,8.7,1149233,彼特·道格特 Pete Docter / 凯普·鲍尔斯 Kemp Powers   主演: 杰米·...,导演: 彼特·道格特 Pete Docter / 凯普·鲍尔斯 Kemp Powers   杰米·...,,https://movie.douban.com/subject/24733428/,2020,100分钟,动画 / 音乐 / 奇幻,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\160_心灵奇旅.jpg,2026-05-13 14:52:20
161,161,背靠背，脸对脸,,9.5,181665,黄建新 Jianxin Huang / 杨亚洲 Yazhou Yang   主演: 牛振华 Zhenhua N...,导演: 黄建新 Jianxin Huang / 杨亚洲 Yazhou Yang   牛振华 Zhenhua N...,,https://movie.douban.com/subject/1307856/,1994,148分钟,剧情,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\161_背靠背，脸对脸.jpg,2026-05-13 14:52:20
162,162,血战钢锯岭,Hacksaw Ridge,8.7,862982,梅尔·吉布森 Mel Gibson   主演: 安德鲁·加菲尔德 Andrew Garfield /...,导演: 梅尔·吉布森 Mel Gibson   安德鲁·加菲尔德 Andrew Garfield /...,优秀的战争片不会美化战场，不会粉饰死亡，不会矮化敌人，不会无视常识，最重要的，不会宣扬战争。,https://movie.douban.com/subject/26325320/,2016,139分钟(中国大陆),剧情 / 传记 / 历史 / 战争,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\162_血战钢锯岭.jpg,2026-05-13 14:52:20
163,163,射雕英雄传之东成西就,射鵰英雄傳之東成西就,8.7,720800,刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...,导演: 刘镇伟 Jeffrey Lau   梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...,,https://movie.douban.com/subject/1316510/,1993,113分钟(香港),喜剧 / 奇幻 / 武侠 / 古装,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\163_射雕英雄传之东成西就.jpg,2026-05-13 14:52:20
164,164,你的名字。,君の名は。,8.5,1600412,新海诚 Makoto Shinkai   主演: 神木隆之介 Ryûnosuke Kamiki / 上...,导演: 新海诚 Makoto Shinkai   神木隆之介 Ryûnosuke Kamiki / 上...,穿越错位的时空，仰望陨落的星辰，你没留下你的名字，我却无法忘记那句“我爱你”。,https://movie.douban.com/subject/26683290/,2016,106分钟,剧情 / 爱情 / 动画,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\164_你的名字。.jpg,2026-05-13 14:52:20
165,165,我是山姆,I Am Sam,9.0,378584,杰茜·尼尔森 Jessie Nelson   主演: Sean Penn / Dakota Fanning / Mi...,导演: 杰茜·尼尔森 Jessie Nelson   Sean Penn / Dakota Fanning / Mi...,,https://movie.douban.com/subject/1306861/,2001,132 分钟,剧情 / 家庭,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\165_我是山姆.jpg,2026-05-13 14:52:20
166,166,阳光姐妹淘,써니,8.8,641043,姜炯哲 Hyeong-Cheol Kang   主演: 沈恩京 Eun-kyung Shim / 闵孝琳 Hy...,导演: 姜炯哲 Hyeong-Cheol Kang   沈恩京 Eun-kyung Shim / 闵孝琳 Hy...,再多各自牛逼的时光，也比不上一起傻逼的岁月。,https://movie.douban.com/subject/4917726/,2011,124分钟,剧情 / 喜剧,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\166_阳光姐妹淘.jpg,2026-05-13 14:52:20
167,167,末路狂花,Thelma & Louise,9.0,352941,雷德利·斯科特 Ridley Scott   主演: 吉娜·戴维斯 Geena Davis / 苏...,导演: 雷德利·斯科特 Ridley Scott   吉娜·戴维斯 Geena Davis / 苏...,,https://movie.douban.com/subject/1291992/,1991,130 分钟,剧情 / 惊悚 / 犯罪,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\167_末路狂花.jpg,2026-05-13 14:52:20
168,168,恐怖直播,더 테러 라이브,8.7,731560,金秉祐 Byeong-woo Kim   主演: 河正宇 Jung-woo Ha / 李璟荣 Kyeong-y...,导演: 金秉祐 Byeong-woo Kim   河正宇 Jung-woo Ha / 李璟荣 Kyeong-y...,恐怖分子的“秋菊打官司”。,https://movie.douban.com/subject/21360417/,2013,97分钟,剧情 / 悬疑 / 犯罪,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\168_恐怖直播.jpg,2026-05-13 14:52:20
169,169,黑客帝国3：矩阵革命,The Matrix Revolutions,8.8,499714,拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski   ...,,,https://movie.douban.com/subject/1302467/,2003,129 分钟,动作 / 科幻,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\169_黑客帝国3：矩阵革命.jpg,2026-05-13 14:52:20
170,170,高山下的花环,,9.5,161550,谢晋 Jin Xie   主演: 吕晓禾 Xiaohe Lü / 唐国强 Guoqiang Tang / 何...,导演: 谢晋 Jin Xie   吕晓禾 Xiaohe Lü / 唐国强 Guoqiang Tang / 何...,,https://movie.douban.com/subject/1422283/,1984,146分钟,剧情 / 战争,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\170_高山下的花环.jpg,2026-05-13 14:52:20
171,171,小丑,Joker,8.7,1129445,托德·菲利普斯 Todd Phillips   主演: 杰昆·菲尼克斯 Joaquin Phoeni...,导演: 托德·菲利普斯 Todd Phillips   杰昆·菲尼克斯 Joaquin Phoeni...,,https://movie.douban.com/subject/27119724/,2019,122分钟,剧情 / 惊悚 / 犯罪,9.7,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\171_小丑.jpg,2026-05-13 14:52:20
172,172,谍影重重3,The Bourne Ultimatum,8.9,473553,保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon / ...,导演: 保罗·格林格拉斯 Paul Greengrass   马特·达蒙 Matt Damon / ...,像吃了苏打饼一样干脆的电影。,https://movie.douban.com/subject/1578507/,2007,115分钟,动作 / 悬疑 / 惊悚,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\172_谍影重重3.jpg,2026-05-13 14:52:20
173,173,三块广告牌,"Three Billboards Outside Ebbing, Missouri",8.7,924235,马丁·麦克唐纳 Martin McDonagh   主演: 弗兰西斯·麦克多蒙德 France...,导演: 马丁·麦克唐纳 Martin McDonagh   弗兰西斯·麦克多蒙德 France...,怼天怼地，你走后，她与世界为敌。,https://movie.douban.com/subject/26611804/,2018,115分钟,剧情 / 犯罪,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\173_三块广告牌.jpg,2026-05-13 14:52:20
174,174,电锯惊魂,Saw,8.7,616591,詹姆斯·温 James Wan   主演: 雷·沃纳尔 Leigh Whannell / 加利·艾...,导演: 詹姆斯·温 James Wan   雷·沃纳尔 Leigh Whannell / 加利·艾...,真相就在眼前。,https://movie.douban.com/subject/1417598/,2004,103分钟,悬疑 / 惊悚 / 恐怖,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\174_电锯惊魂.jpg,2026-05-13 14:52:20
175,175,无间道2,無間道II,8.8,571240,刘伟强 Andrew Lau / 麦兆辉 Alan Mak   主演: 陈冠希 Edison Chen / ...,导演: 刘伟强 Andrew Lau / 麦兆辉 Alan Mak   陈冠希 Edison Chen / ...,,https://movie.douban.com/subject/1307106/,2003,119分钟,剧情 / 惊悚 / 犯罪,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\175_无间道2.jpg,2026-05-13 14:52:20
176,176,达拉斯买家俱乐部,Dallas Buyers Club,8.8,508811,让-马克·瓦雷 Jean-Marc Vallée   主演: 马修·麦康纳 Matthew McCon...,导演: 让-马克·瓦雷 Jean-Marc Vallée   马修·麦康纳 Matthew McCon...,Jared Leto的腿比女人还美！,https://movie.douban.com/subject/1793929/,2013,117分钟,剧情 / 同性 / 传记,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\176_达拉斯买家俱乐部.jpg,2026-05-13 14:52:20
177,177,疯狂原始人,The Croods,8.7,925243,科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders   主演...,导演: 科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders   ...,老少皆宜，这就是好莱坞动画的魅力。,https://movie.douban.com/subject/1907966/,2013,98分钟,喜剧 / 动画 / 冒险,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\177_疯狂原始人.jpg,2026-05-13 14:52:20
178,178,绿里奇迹,The Green Mile,8.9,390741,弗兰克·德拉邦特 Frank Darabont   主演: 汤姆·汉克斯 Tom Hanks / ...,导演: 弗兰克·德拉邦特 Frank Darabont   汤姆·汉克斯 Tom Hanks / ...,,https://movie.douban.com/subject/1300374/,1999,189 分钟,剧情 / 悬疑 / 犯罪 / 奇幻,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\178_绿里奇迹.jpg,2026-05-13 14:52:20
179,179,爱在午夜降临前,Before Midnight,8.9,477432,理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...,导演: 理查德·林克莱特 Richard Linklater   伊桑·霍克 Ethan Hawke ...,所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。,https://movie.douban.com/subject/10808442/,2013,109分钟,剧情 / 爱情,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\179_爱在午夜降临前.jpg,2026-05-13 14:52:20
180,180,疯狂的石头,,8.6,930559,宁浩 Hao Ning   主演: 郭涛 Tao Guo / 刘桦 Hua Liu / 连晋 Teddy Lin,导演: 宁浩 Hao Ning   郭涛 Tao Guo / 刘桦 Hua Liu / 连晋 Teddy Lin,中国版《两杆大烟枪》。,https://movie.douban.com/subject/1862151/,2006,106分钟(香港),喜剧 / 犯罪,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\180_疯狂的石头.jpg,2026-05-13 14:52:20
181,181,雨中曲,Singin' in the Rain,9.1,270800,斯坦利·多南 Stanley Donen / 吉恩·凯利 Gene Kelly   主演: 吉恩·...,导演: 斯坦利·多南 Stanley Donen / 吉恩·凯利 Gene Kelly   吉恩·...,,https://movie.douban.com/subject/1293460/,1952,103分钟,喜剧 / 爱情 / 歌舞,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\181_雨中曲.jpg,2026-05-13 14:52:20
182,182,2001太空漫游,2001: A Space Odyssey,8.9,399781,斯坦利·库布里克 Stanley Kubrick   主演: 凯尔·杜拉 Keir Dullea / ...,导演: 斯坦利·库布里克 Stanley Kubrick   凯尔·杜拉 Keir Dullea / ...,,https://movie.douban.com/subject/1292226/,1968,149分钟,科幻 / 惊悚 / 冒险,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\182_2001太空漫游.jpg,2026-05-13 14:52:20
183,183,海街日记,海街diary,8.8,524733,是枝裕和 Hirokazu Koreeda   主演: 绫濑遥 Haruka Ayase / 长泽雅美 M...,导演: 是枝裕和 Hirokazu Koreeda   绫濑遥 Haruka Ayase / 长泽雅美 M...,是枝裕和的家庭习作。,https://movie.douban.com/subject/25895901/,2015,127分钟,剧情 / 家庭,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\183_海街日记.jpg,2026-05-13 14:52:20
184,184,风之谷,風の谷のナウシカ,8.9,395344,宫崎骏 Hayao Miyazaki   主演: 岛本须美 Sumi Shimamoto / 松田洋治 Y...,导演: 宫崎骏 Hayao Miyazaki   岛本须美 Sumi Shimamoto / 松田洋治 Y...,,https://movie.douban.com/subject/1291585/,1992,117分钟,动画 / 奇幻 / 冒险,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\184_风之谷.jpg,2026-05-13 14:52:20
185,185,上帝之城,Cidade de Deus,9.0,334987,费尔南多·梅里尔斯 Fernando Meirelles / 卡迪亚·兰德 Kátia Lund   ...,,,https://movie.douban.com/subject/1292208/,2002,130分钟,剧情 / 犯罪,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\185_上帝之城.jpg,2026-05-13 14:52:20
186,186,心迷宫,,8.7,621800,忻钰坤 Yukun Xin   主演: 霍卫民 Weimin Huo / 王笑天 Xiaotian Wang ...,导演: 忻钰坤 Yukun Xin   霍卫民 Weimin Huo / 王笑天 Xiaotian Wang ...,荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。,https://movie.douban.com/subject/25917973/,2015,110分钟(中国大陆),剧情 / 悬疑 / 犯罪,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\186_心迷宫.jpg,2026-05-13 14:52:20
187,187,英雄本色,,8.6,609474,吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...,导演: 吴宇森 John Woo   周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...,,https://movie.douban.com/subject/1297574/,2017,95分钟,剧情 / 动作 / 犯罪,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\187_英雄本色.jpg,2026-05-13 14:52:20
188,188,记忆碎片,Memento,8.7,673595,克里斯托弗·诺兰 Christopher Nolan   主演: 盖·皮尔斯 Guy Pearce /...,导演: 克里斯托弗·诺兰 Christopher Nolan   盖·皮尔斯 Guy Pearce /...,,https://movie.douban.com/subject/1304447/,2026,113分钟,剧情 / 悬疑 / 惊悚 / 犯罪,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\188_记忆碎片.jpg,2026-05-13 14:52:20
189,189,纵横四海,縱橫四海,8.8,486222,吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 张国荣 Leslie Cheung...,导演: 吴宇森 John Woo   周润发 Yun-Fat Chow / 张国荣 Leslie Cheung...,,https://movie.douban.com/subject/1295409/,2026,109分钟,剧情 / 喜剧 / 动作 / 犯罪,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\189_纵横四海.jpg,2026-05-13 14:52:20
190,190,无敌破坏王,Wreck-It Ralph,8.7,615198,瑞奇·莫尔 Rich Moore   主演: 约翰·C·赖利 John C. Reilly / 萨拉...,导演: 瑞奇·莫尔 Rich Moore   约翰·C·赖利 John C. Reilly / 萨拉...,迪士尼和皮克斯拿错剧本的产物。,https://movie.douban.com/subject/6534248/,2012,101分钟,喜剧 / 动画 / 奇幻 / 冒险,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\190_无敌破坏王.jpg,2026-05-13 14:52:20
191,191,卢旺达饭店,Hotel Rwanda,8.9,369017,特瑞·乔治 Terry George   主演: 唐·钱德尔 Don Cheadle / 苏菲·奥...,导演: 特瑞·乔治 Terry George   唐·钱德尔 Don Cheadle / 苏菲·奥...,当这个世界闭上双眼，他却敞开了怀抱。,https://movie.douban.com/subject/1291822/,2004,121分钟,剧情 / 传记 / 历史 / 战争,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\191_卢旺达饭店.jpg,2026-05-13 14:52:20
192,192,牯岭街少年杀人事件,牯嶺街少年殺人事件,8.9,372710,杨德昌 Edward Yang   主演: 张震 Chen Chang / 杨静怡 Lisa Yang / 张...,导演: 杨德昌 Edward Yang   张震 Chen Chang / 杨静怡 Lisa Yang / 张...,,https://movie.douban.com/subject/1292329/,1991,237分钟(导演剪辑版),剧情 / 犯罪,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\192_牯岭街少年杀人事件.jpg,2026-05-13 14:52:20
193,193,恐怖游轮,Triangle,8.5,996862,克里斯托弗·史密斯 Christopher Smith   主演: 梅利莎·乔治 Melissa ...,导演: 克里斯托弗·史密斯 Christopher Smith   梅利莎·乔治 Melissa ...,不要企图在重复中寻找已经失去的爱。,https://movie.douban.com/subject/3011051/,2009,99分钟,科幻 / 悬疑 / 惊悚 / 奇幻,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\193_恐怖游轮.jpg,2026-05-13 14:52:20
194,194,东京教父,東京ゴッドファーザーズ,9.0,293699,今敏 Satoshi Kon   主演: 江守彻 Toru Emori / 梅垣义明 Yoshiaki Ume...,导演: 今敏 Satoshi Kon   江守彻 Toru Emori / 梅垣义明 Yoshiaki Ume...,,https://movie.douban.com/subject/1310177/,2003,92分钟,剧情 / 喜剧 / 动画,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\194_东京教父.jpg,2026-05-13 14:52:20
195,195,小偷家族,万引き家族,8.7,898905,是枝裕和 Hirokazu Koreeda   主演: 中川雅也 Lily Franky / 安藤樱 Sa...,导演: 是枝裕和 Hirokazu Koreeda   中川雅也 Lily Franky / 安藤樱 Sa...,我们组成了家。,https://movie.douban.com/subject/27622447/,2018,117分钟(中国大陆),剧情 / 家庭 / 犯罪,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\195_小偷家族.jpg,2026-05-13 14:52:20
196,196,魔女宅急便,魔女の宅急便,8.7,527802,宫崎骏 Hayao Miyazaki   主演: 高山南 Minami Takayama / 佐久间玲 Re...,导演: 宫崎骏 Hayao Miyazaki   高山南 Minami Takayama / 佐久间玲 Re...,,https://movie.douban.com/subject/1307811/,1989,103分钟,动画 / 奇幻 / 冒险,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\196_魔女宅急便.jpg,2026-05-13 14:52:20
197,197,冰川时代,Ice Age,8.7,689023,卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge   主演...,导演: 卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge   ...,,https://movie.douban.com/subject/1291578/,2002,81分钟,喜剧 / 动画 / 冒险,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\197_冰川时代.jpg,2026-05-13 14:52:20
198,198,芙蓉镇,,9.3,191987,谢晋 Jin Xie   主演: 刘晓庆 Xiaoqing Liu / 姜文 Wen Jiang / 郑在石...,导演: 谢晋 Jin Xie   刘晓庆 Xiaoqing Liu / 姜文 Wen Jiang / 郑在石...,,https://movie.douban.com/subject/1297880/,1987,164 分钟,剧情 / 爱情,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\198_芙蓉镇.jpg,2026-05-13 14:52:20
199,199,忠犬八公物语,ハチ公物語,9.2,219902,神山征二郎 Seijirô Kôyama   主演: 仲代达矢 Tatsuya Nakadai /...,导演: 神山征二郎 Seijirô Kôyama   仲代达矢 Tatsuya Nakadai /...,,https://movie.douban.com/subject/1959195/,1987,107 分钟,剧情,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\199_忠犬八公物语.jpg,2026-05-13 14:52:20
200,200,岁月神偷,歲月神偷,8.7,614497,罗启锐 Alex Law   主演: 吴君如 Sandra Ng / 任达华 Simon Yam / 钟绍...,导演: 罗启锐 Alex Law   吴君如 Sandra Ng / 任达华 Simon Yam / 钟绍...,岁月流逝，来日可追。,https://movie.douban.com/subject/3792799/,2010,117分钟,剧情 / 家庭,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\200_岁月神偷.jpg,2026-05-13 14:52:20
201,201,遗愿清单,The Bucket List,8.7,542407,罗伯·莱纳 Rob Reiner   主演: 杰克·尼科尔森 Jack Nicholson / 摩根...,导演: 罗伯·莱纳 Rob Reiner   杰克·尼科尔森 Jack Nicholson / 摩根...,用剩余不多的时间，去燃烧整个生命。,https://movie.douban.com/subject/1867345/,2007,97 分钟,剧情 / 喜剧 / 冒险,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\201_遗愿清单.jpg,2026-05-13 14:52:20
202,202,荒蛮故事,Relatos salvajes,8.7,521087,达米安·斯兹弗隆 Damián Szifron   主演: 达里奥·葛兰帝内提 Darío...,导演: 达米安·斯兹弗隆 Damián Szifron   达里奥·葛兰帝内提 Darío...,始于荒诞，止于更荒诞。,https://movie.douban.com/subject/24750126/,2025,122分钟,剧情 / 喜剧 / 犯罪,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\202_荒蛮故事.jpg,2026-05-13 14:52:20
